8.579849540744390879e-01,8.486434928864954319e-01,8.401707775885056684e-01,8.878190724537532441e-01,8.855459002391772305e-01,8.456072623845161118e-01,8.149879961421128138e-01,8.492340793990820202e-01,8.093791614088287067e-01
8.176181520008189985e-01,8.550028650025817134e-01,8.511622399867193600e-01,8.238042943362897663e-01,8.433447035389404212e-01,8.350091672728430225e-01,8.502465965976635509e-01,8.491564690388989645e-01,8.328099124536402220e-01
8.470606554846021874e-01,8.574151759564290209e-01,8.933697618534264251e-01,8.439562479163582598e-01,8.701087601763908275e-01,8.285966280061484168e-01,8.617431528335142144e-01,8.385332434299388460e-01,8.249291599316878054e-01
8.631420732925481065e-01,8.431800186321436463e-01,8.664871835873435568e-01,8.474081634423276110e-01,8.336634831125510070e-01,8.540968613612546223e-01,8.650013263283666820e-01,8.961197239465368281e-01,8.817083174851199079e-01
8.098452579107633387e-01,8.299673192020332602e-01,8.566101522606790475e-01,9.051356948435307359e-01,8.983370941588699754e-01,8.222157566230932080e-01,8.400974013875679436e-01,8.163920335044010379e-01,8.814958267238516276e-01
8.772097814542586525e-01,8.751626400019747454e-01,8.600111800338806622e-01,8.164038226009648902e-01,8.048532889697763704e-01,8.614189833374450433e-01,8.508199240179484812e-01,8.588701385733412685e-01,8.486641629544553478e-01
8.384756533309319915e-01,8.967306169218971501e-01,8.642680840522927177e-01,8.504139655477954696e-01,9.068193408176430381e-01,8.585797982529993488e-01,8.775260664024718826e-01,8.834886401787991339e-01,8.603165509944465938e-01
8.617475417434244944e-01,8.737253019738271398e-01,8.977679767236550479e-01,8.846561799011714022e-01,8.198020343288087153e-01,8.696970331238050855e-01,8.832497050241798764e-01,8.767119116946245905e-01,8.782115319977772394e-01
8.226786002904393769e-01,8.257960825294242690e-01,8.591032037275382338e-01,8.263750773825537799e-01,8.823872617533909946e-01,8.570383499178403364e-01,8.504900334192744271e-01,8.701580574553660075e-01,8.447587415446968784e-01
8.726779297059705787e-01,8.404778545073914309e-01,8.293343113032101144e-01,9.059937931443212689e-01,8.775709917309794106e-01,8.570134579609629544e-01,8.333500565718312547e-01,8.641060421711819206e-01,8.668456949814937751e-01
