9.934960178242915330e-01,9.865789927225372402e-01,9.885406851318944144e-01,9.956558810734450482e-01,9.981397091663566368e-01,9.906455410267676065e-01,9.943655077716768709e-01,9.937583781904841818e-01,9.892065175188072823e-01
9.909913036800609420e-01,9.831422335342248076e-01,9.939779009216256345e-01,9.824924221211563946e-01,9.926748639552980258e-01,9.918002270881497440e-01,9.908819554620111880e-01,9.917954921282987613e-01,9.949164992727146384e-01
9.916421637973769077e-01,9.957536174557716224e-01,9.890765214663829186e-01,9.875749836972969042e-01,9.969301720235400621e-01,9.830110026224865294e-01,9.917142609179522283e-01,9.960552749898092806e-01,9.916276040863568619e-01
9.914842355161592735e-01,9.915561529035163968e-01,9.931256596729212127e-01,9.963364284333922072e-01,9.931583836227897422e-01,9.899881807329564687e-01,9.936105922594821172e-01,9.964969320190837365e-01,9.943597063066059727e-01
9.869878521489878764e-01,9.932416935593558760e-01,9.936040718633319946e-01,9.930466644575023372e-01,9.977565552390227355e-01,9.692308034294960795e-01,9.909485127652422065e-01,9.916949616838074411e-01,9.949187752240357119e-01
9.976398231915305503e-01,9.918547330566142017e-01,9.926521770483009988e-01,9.907916295269183493e-01,9.942638293869993094e-01,9.928673533350758085e-01,9.960259478329519522e-01,9.887470235887865222e-01,9.914644971545132357e-01
9.950072037258225199e-01,9.950019704834075496e-01,9.888558758576395658e-01,9.939276469037968686e-01,9.953243234783804017e-01,9.934767932063319762e-01,9.905870049464239324e-01,9.959086790026017155e-01,9.924023027938819741e-01
9.972694087861609935e-01,9.928080788041124816e-01,9.979011494158351869e-01,9.952377943895607260e-01,9.914851962755141246e-01,9.891225141896016204e-01,9.924461311677326147e-01,9.888641423386584917e-01,9.938470802903998091e-01
9.917011792359130551e-01,9.868924764646184178e-01,9.934875949294220687e-01,9.922907820541556623e-01,9.908386201400691817e-01,9.775809891551463515e-01,9.895831234632369577e-01,9.920377661774718581e-01,9.947656374324294060e-01
9.928792969025660442e-01,9.924575115323913677e-01,9.907903810053498850e-01,9.950425345720014247e-01,9.920636429895731689e-01,9.860883339617128041e-01,9.947363503854169675e-01,9.911615405758085195e-01,9.949670885731116687e-01
