9.983227095815587759e-01,9.974233889868874270e-01,9.961213167221285580e-01,9.936104994832682946e-01,9.679809687100799920e-01,8.851849990189223361e-01,7.416950305421072809e-01,6.942277689904919891e-01,7.309352240756483710e-01
9.982052386175868097e-01,9.973830120688804701e-01,9.962202375525772702e-01,9.916511278782954575e-01,9.703418545770781112e-01,8.764274296806846554e-01,7.518063559119277928e-01,6.797145362815243397e-01,7.181713474911578521e-01
9.980188623241534884e-01,9.979950233880103827e-01,9.958536015818331144e-01,9.921071566101029582e-01,9.727086024417731513e-01,8.817220881255261045e-01,7.441277631394980219e-01,6.757237024315152496e-01,7.354871802937124059e-01
9.981502400569783884e-01,9.971958406582301926e-01,9.965130154048565947e-01,9.923637128113963479e-01,9.701268354829741813e-01,8.734509677782795745e-01,7.516530694850461769e-01,7.035971963081304459e-01,7.095841079089429959e-01
9.985662533552300824e-01,9.976794603374619097e-01,9.963812596136885080e-01,9.912192601669687075e-01,9.698001916141566481e-01,8.774176226359793329e-01,7.558693848552074934e-01,7.056780070606641919e-01,7.315255081177742813e-01
9.977586452251014926e-01,9.973261308457564978e-01,9.954021160118897704e-01,9.921934655222062194e-01,9.718515354831614994e-01,8.739136237800388951e-01,7.510736073180185324e-01,6.691420154263864051e-01,7.291412748183855319e-01
9.984916646046475552e-01,9.976209149671710907e-01,9.955071447587798827e-01,9.933365998810436137e-01,9.706697062778640861e-01,8.817122956633839381e-01,7.332061935680118658e-01,6.789346669462588135e-01,7.207757122374781611e-01
9.980067270392450895e-01,9.979160161685874941e-01,9.967542018057896636e-01,9.930353634243120897e-01,9.717593564291141517e-01,8.872727381358956888e-01,7.418623940352535584e-01,6.830558499957503082e-01,7.314456967680736943e-01
9.985944341024471926e-01,9.971530175942052709e-01,9.958125819004480794e-01,9.925231180629413563e-01,9.719343321028254268e-01,8.711447544823388567e-01,7.347421432815445241e-01,6.754148225380267601e-01,7.218076948142190252e-01
9.980335600273018137e-01,9.977923858819878200e-01,9.960979919524939330e-01,9.926710268275844573e-01,9.740696635800261127e-01,8.809257005767036075e-01,7.408647448346907805e-01,6.797827831653001640e-01,7.327004812258693933e-01
