9.829335806811796417e-01,9.763413806794307703e-01,9.771547790092954822e-01,9.858918085777746976e-01,9.907228115481361286e-01,9.822591250240554350e-01,9.832251803983759197e-01,9.816406900507608224e-01,9.816906373193656776e-01
9.803311635006264346e-01,9.629268508795228998e-01,9.846550698698323112e-01,9.685952328812260648e-01,9.841920948073644704e-01,9.838398832072562383e-01,9.833966535374897289e-01,9.754618872175725430e-01,9.874185122825195338e-01
9.790906603300491007e-01,9.861266462580108305e-01,9.780946322455945641e-01,9.770413319094587434e-01,9.894167755263721942e-01,9.715933754527991129e-01,9.840280919077400990e-01,9.869572661752269438e-01,9.793190549847889947e-01
9.876975035314887741e-01,9.865021958009277947e-01,9.801632282929040318e-01,9.922453172384471110e-01,9.866398768296589239e-01,9.750182468620536280e-01,9.887308933711040915e-01,9.874509191193502344e-01,9.855474948991159723e-01
9.769642542152727760e-01,9.832668315718461338e-01,9.828390641936830541e-01,9.845099688686841377e-01,9.903093717262606566e-01,9.642487318637219529e-01,9.809272012135559216e-01,9.709685101860103806e-01,9.893483101601118213e-01
9.866891583236949703e-01,9.825776760770141838e-01,9.807321495856069493e-01,9.784589218230933527e-01,9.834077082787573421e-01,9.886323219821878672e-01,9.882710901476273735e-01,9.777361315497197225e-01,9.806671897125666115e-01
9.871180636082970139e-01,9.877998345740280906e-01,9.802104307849682785e-01,9.835158134789037110e-01,9.879580631455698869e-01,9.873106578457755411e-01,9.786471259927816968e-01,9.864955122233287632e-01,9.836876400533135500e-01
9.925600491767594402e-01,9.818101667690319889e-01,9.910449394762015363e-01,9.843714332563608949e-01,9.800563463962583821e-01,9.768739985482021160e-01,9.860396740270457316e-01,9.741466150761246556e-01,9.835039170261182795e-01
9.807402324903086166e-01,9.765527118038437315e-01,9.865098979941275825e-01,9.836192146009603565e-01,9.781768108674758766e-01,9.654933454992370434e-01,9.786803470380545100e-01,9.796251434701555016e-01,9.851572933318859526e-01
9.817794372679994330e-01,9.845770788516199357e-01,9.836385652997587936e-01,9.892697052655221590e-01,9.832236294336411664e-01,9.816434265487278266e-01,9.857835943709445381e-01,9.819292705210996841e-01,9.849316683218375390e-01
